genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
OP594202.1	B.1.1	B.1.NmC3 + B.1.14 + B.1.NmC3	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_37_B.1.1_OP594202.1
OP626137.1	B.1.1	B.1.NmC5 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_37_B.1.1_OP626137.1
OR264437.1	B.1.1	B.1.1 + B.1.8.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_37_B.1.1_OR264437.1
OR264438.1	B.1.1	B.1.1 + B.1.8.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_37_B.1.1_OR264438.1
OR264439.1	B.1.1	B.1.1 + B.1.8.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_37_B.1.1_OR264439.1
OP555660.1	B.1.1	B.1.NmC3 + B.1.8.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_37_B.1.1_OP555660.1
OR865760.1	B.1.1	B.1.17.NmC3 + B.1.12.NmC1 + B.1.17.NmC3	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_37_B.1.1_OR865760.1
OP890360.1	B.1.17.NmC4	B.1.NmC9 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890360.1
OP890362.1	B.1.17.NmC4	B.1.17.NmC3 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890362.1
OP890363.1	B.1.17.NmC4	B.1.NmC7 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890363.1
OP890407.1	B.1.17.NmC4	B.1.22 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890407.1
OP890424.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890424.1
OP414321.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.18	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP414321.1
OP680497.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP680497.1
OP680498.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP680498.1
OP722501.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP722501.1
OP390201.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP390201.1
OP440551.1	B.1.17.NmC4	B.1.17.NmC3 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP440551.1
OP615261.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP615261.1
OP879755.1	B.1.17.NmC4	B.1.3.NmC1 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP879755.1
OP440531.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP440531.1
OP440532.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP440532.1
OP440563.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP440563.1
OP440548.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP440548.1
OP440583.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP440583.1
OP440592.1	B.1.17.NmC4	B.1.NmC4 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP440592.1
OP879762.1	B.1.17.NmC4	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP879762.1
OP580609.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP580609.1
OP580608.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP580608.1
OP539923.1	B.1.17.NmC4	B.1.3.NmC2 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539923.1
OP820457.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP820457.1
OP442561.2	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP442561.2
OP539936.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539936.1
OP442548.1	B.1.17.NmC4	B.1.21 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP442548.1
OQ330975.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OQ330975.1
OP539891.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539891.1
OP539892.1	B.1.17.NmC4	B.1.11.NmC2 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539892.1
OP539890.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539890.1
OP539893.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539893.1
OP539894.1	B.1.17.NmC4	B.1.17.NmC4 + A.1.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539894.1
OP539885.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539885.1
OP539899.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539899.1
OP539930.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539930.1
OP539895.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539895.1
OP539896.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.6 + B.1.17.NmC4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539896.1
OP539939.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539939.1
OP539912.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539912.1
OP539906.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP539906.1
OP890534.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890534.1
OP890543.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890543.1
OP890541.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890541.1
OP890532.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890532.1
OP680507.1	B.1.17.NmC4	B.1.6 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP680507.1
OP890544.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890544.1
OP890550.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890550.1
OP920675.1	B.1.17.NmC4	B.1.3.NmC1 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP920675.1
OP748969.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP748969.1
OP890529.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OP890529.1
OQ503820.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OQ503820.1
OQ730234.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OQ730234.1
OQ503841.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OQ503841.1
OR499966.1	B.1.17.NmC4	B.1.17.NmC5 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR499966.1
OR499969.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR499969.1
OR499970.1	B.1.17.NmC4	B.1.17.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR499970.1
OR574861.1	B.1.17.NmC4	F.5 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR574861.1
OR574869.1	B.1.17.NmC4	F.5 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR574869.1
OR499974.1	B.1.17.NmC4	B.1.21 + A.1.NmC3 + B.1.21	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR499974.1
OR725692.1	B.1.17.NmC4	B.1.20.NmC1 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR725692.1
OR725696.1	B.1.17.NmC4	F.5 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_OR725696.1
PP631920.1	B.1.17.NmC4	B.1.17.NmC4 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_PP631920.1
PP338784.2	B.1.17.NmC4	B.1.17.NmC4 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_PP338784.2
PP437880.1	B.1.17.NmC4	B.1.17.NmC4 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_PP437880.1
PP701815.1	B.1.17.NmC4	B.1.22 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_PP701815.1
PP734010.1	B.1.17.NmC4	F.4 + B.1.17.NmC4 + F.4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_PP734010.1
PQ015102.1	B.1.17.NmC4	B.1.22 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_PQ015102.1
PV765593.1	B.1.17.NmC4	F.2 + B.1.17.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_38_B.1.17.NmC4_PV765593.1
OP890463.1	B.1.NmC10	B.1.17.NmC6 + B.1.7.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP890463.1
OP890475.1	B.1.NmC10	B.1.17.NmC6 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP890475.1
OQ469035.1	B.1.NmC10	B.1.7 + B.1.NmC10 + B.1.7	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ469035.1
OQ469166.1	B.1.NmC10	B.1.NmC10 + B.1.7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ469166.1
OP414352.1	B.1.NmC10	B.1.NmC3 + B.1.8.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP414352.1
OP587244.1	B.1.NmC10	B.1.17.NmC2 + B.1.7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP587244.1
OP324546.2	B.1.NmC10	B.1 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP324546.2
OQ121036.1	B.1.NmC10	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ121036.1
OP324509.1	B.1.NmC10	B.1.NmC3 + B.1.8.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP324509.1
OP414386.1	B.1.NmC10	B.1.17.NmC1 + B.1.7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP414386.1
OQ419083.1	B.1.NmC10	B.1.17.NmC4 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ419083.1
OQ468752.1	B.1.NmC10	B.1.17.NmC5 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ468752.1
OQ469168.1	B.1.NmC10	B.1.8.NmC2 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ469168.1
OQ469292.1	B.1.NmC10	B.1.NmC10 + B.1.23 + B.1.NmC10	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ469292.1
OP390195.1	B.1.NmC10	B.1.NmC10 + B.1.16	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP390195.1
OP748959.1	B.1.NmC10	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP748959.1
OP863227.1	B.1.NmC10	B.1.4 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP863227.1
OQ121016.1	B.1.NmC10	B.1.4 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ121016.1
OR353545.1	B.1.NmC10	B.1.17.NmC6 + B.1.8.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OR353545.1
OQ348867.1	B.1.NmC10	B.1.17.NmC2 + B.1.7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ348867.1
OP863229.1	B.1.NmC10	B.1 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OP863229.1
OQ503780.1	B.1.NmC10	B.1.NmC10 + B.1.22 + B.1.NmC10	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ503780.1
OQ503819.2	B.1.NmC10	B.1.17 + B.1.NmC10 + B.1.17	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ503819.2
OQ644786.1	B.1.NmC10	B.1.NmC10 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ644786.1
OQ547899.2	B.1.NmC10	B.1.17 + B.1.NmC10 + B.1.17	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_41_B.1.NmC10_OQ547899.2
PQ340482.1	B.1.20	B.1.13.NmC1 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PQ340482.1
OR464211.1	B.1.20	B.1.20 + A.1.NmC1 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_OR464211.1
PP533282.1	B.1.20	B.1.1.NmC1 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP533282.1
PP533286.1	B.1.20	B.1.20 + B.1.6 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP533286.1
PP533287.1	B.1.20	B.1.20 + B.1.6 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP533287.1
PQ686946.1	B.1.20	B.1.13.NmC3 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PQ686946.1
OR499978.1	B.1.20	B.1.20 + B.1.20.NmC1 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_OR499978.1
OR473614.1	B.1.20	B.1.6 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_OR473614.1
PP507074.1	B.1.20	B.1.NmC7 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP507074.1
PP093709.1	B.1.20	B.1.20 + B.1.8.NmC1 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP093709.1
PP093710.1	B.1.20	B.1.20 + B.1.NmC5 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP093710.1
PP093711.1	B.1.20	B.1.20 + B.1.NmC5 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP093711.1
PP882826.1	B.1.20	B.1.13.NmC3 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP882826.1
PQ451843.1	B.1.20	B.1.20 + B.1.2.NmC6 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PQ451843.1
PP882827.2	B.1.20	B.1.20 + A.1.NmC1 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP882827.2
PP533318.1	B.1.20	B.1.20 + B.1.11.NmC1 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PP533318.1
PQ451837.1	B.1.20	B.1.17.NmC4 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_42_B.1.20_PQ451837.1
OP890367.1	B.1.17.NmC6	B.1.NmC8 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890367.1
OP890373.1	B.1.17.NmC6	B.1.NmC7 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890373.1
OP890389.1	B.1.17.NmC6	B.1.2.NmC6 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890389.1
OP890429.1	B.1.17.NmC6	B.1.NmC9 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890429.1
OP890445.1	B.1.17.NmC6	B.1.2.NmC6 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890445.1
OP890453.1	B.1.17.NmC6	B.1.17.NmC6 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890453.1
OP890456.1	B.1.17.NmC6	B.1.17.NmC5 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890456.1
OP890497.1	B.1.17.NmC6	B.1.2.NmC6 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP890497.1
OP928183.1	B.1.17.NmC6	B.1.2.NmC6 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP928183.1
OP928189.1	B.1.17.NmC6	B.1.8.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP928189.1
OP928190.1	B.1.17.NmC6	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP928190.1
OP928201.1	B.1.17.NmC6	B.1.12 + B.1.22.NmC1 + B.1.12	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP928201.1
OP928205.1	B.1.17.NmC6	B.1.2.NmC6 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP928205.1
OP390192.1	B.1.17.NmC6	B.1.NmC8 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP390192.1
OP597775.1	B.1.17.NmC6	B.1.17.NmC6 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP597775.1
OP597776.1	B.1.17.NmC6	B.1.2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP597776.1
OP597777.1	B.1.17.NmC6	B.1.2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP597777.1
OP597783.1	B.1.17.NmC6	B.1.2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP597783.1
OP390197.1	B.1.17.NmC6	B.1.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP390197.1
OP597785.1	B.1.17.NmC6	B.1.2 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP597785.1
OP680492.1	B.1.17.NmC6	B.1.13.NmC3 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP680492.1
OP680512.1	B.1.17.NmC6	B.1.2.NmC2 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP680512.1
OP722516.1	B.1.17.NmC6	B.1.2.NmC2 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP722516.1
OP680490.1	B.1.17.NmC6	B.1.17.NmC3 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP680490.1
OP722505.1	B.1.17.NmC6	B.1.2.NmC2 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP722505.1
OP722502.1	B.1.17.NmC6	B.1.17.NmC4 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP722502.1
OP879756.1	B.1.17.NmC6	B.1.8 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP879756.1
OP442556.1	B.1.17.NmC6	B.1.21 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OP442556.1
OR353547.1	B.1.17.NmC6	B.1.3 + B.1.17.NmC6 + B.1.3	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OR353547.1
OR353537.1	B.1.17.NmC6	B.1.17.NmC6 + B.1.23 + B.1.17.NmC6	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OR353537.1
OR353571.1	B.1.17.NmC6	B.1.17.NmC6 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OR353571.1
OR353569.1	B.1.17.NmC6	B.1.3.NmC1 + B.1.7 + B.1.3.NmC1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OR353569.1
OR353561.1	B.1.17.NmC6	B.1.11 + B.1.13.NmC3 + B.1.11	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OR353561.1
OR353559.1	B.1.17.NmC6	B.1.2 + B.1.13	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_45_B.1.17.NmC6_OR353559.1
